No	Group	SubjectID	LevelTest	Age	Gender	MonthLearn	MonthStay	ItemID	ExpectedAnswer	ItemType	IsWalkPrefixSet	IsMannerSet	IsAspectSet	ExpectedPath	ExpectedManner	ExpectedDirection	ExpectedAspect	ResponseText	ResponseStatus	Element	ResponseVal	Y
1410	Level2	K2015	22.0	20.0	M	20.0	0.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бегают	MotionVerb	path	-	1
1410	Level2	K2015	22.0	20.0	M	20.0	0.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бегают	MotionVerb	manner	run	1
1410	Level2	K2015	22.0	20.0	M	20.0	0.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бегают	MotionVerb	direction	multi	1
1410	Level2	K2015	22.0	20.0	M	20.0	0.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бегают	MotionVerb	aspect	impf	1
1411	Level2	K2016	21.0	34.0	F	36.0	9.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бежают	MotionVerb	path	-	1
1411	Level2	K2016	21.0	34.0	F	36.0	9.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бежают	MotionVerb	manner	run	1
1411	Level2	K2016	21.0	34.0	F	36.0	9.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бежают	MotionVerb	direction	uni	0
1411	Level2	K2016	21.0	34.0	F	36.0	9.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бежают	MotionVerb	aspect	impf	1
1412	Level2	K2017	21.0	20.0	F	20.0	0.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	идут	MotionVerb	path	-	1
1412	Level2	K2017	21.0	20.0	F	20.0	0.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	идут	MotionVerb	manner	walk	0
1412	Level2	K2017	21.0	20.0	F	20.0	0.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	идут	MotionVerb	direction	uni	0
1412	Level2	K2017	21.0	20.0	F	20.0	0.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	идут	MotionVerb	aspect	impf	1
1413	Level2	K2018	21.0	22.0	M	24.0	0.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бегают	MotionVerb	path	-	1
1413	Level2	K2018	21.0	22.0	M	24.0	0.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бегают	MotionVerb	manner	run	1
1413	Level2	K2018	21.0	22.0	M	24.0	0.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бегают	MotionVerb	direction	multi	1
1413	Level2	K2018	21.0	22.0	M	24.0	0.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бегают	MotionVerb	aspect	impf	1
1414	Level2	K2019	20.0	29.0	M	48.0	12.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бегаем	MotionVerb	path	-	1
1414	Level2	K2019	20.0	29.0	M	48.0	12.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бегаем	MotionVerb	manner	run	1
1414	Level2	K2019	20.0	29.0	M	48.0	12.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бегаем	MotionVerb	direction	multi	1
1414	Level2	K2019	20.0	29.0	M	48.0	12.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бегаем	MotionVerb	aspect	impf	1
1415	Level2	K2020	20.0	29.0	F	120.0	12.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бежат	MotionVerb	path	-	1
1415	Level2	K2020	20.0	29.0	F	120.0	12.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бежат	MotionVerb	manner	run	1
1415	Level2	K2020	20.0	29.0	F	120.0	12.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бежат	MotionVerb	direction	uni	0
1415	Level2	K2020	20.0	29.0	F	120.0	12.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бежат	MotionVerb	aspect	impf	1
1416	Level2	K2021	20.0	25.0	F	96.0	12.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бегают	MotionVerb	path	-	1
1416	Level2	K2021	20.0	25.0	F	96.0	12.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бегают	MotionVerb	manner	run	1
1416	Level2	K2021	20.0	25.0	F	96.0	12.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бегают	MotionVerb	direction	multi	1
1416	Level2	K2021	20.0	25.0	F	96.0	12.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бегают	MotionVerb	aspect	impf	1
1417	Level2	K2022	32.0	40.0	F	108.0	0.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бегут	MotionVerb	path	-	1
1417	Level2	K2022	32.0	40.0	F	108.0	0.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бегут	MotionVerb	manner	run	1
1417	Level2	K2022	32.0	40.0	F	108.0	0.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бегут	MotionVerb	direction	uni	0
1417	Level2	K2022	32.0	40.0	F	108.0	0.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бегут	MotionVerb	aspect	impf	1
1418	Level2	K2023	31.0	33.0	F	216.0	0.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бегают	MotionVerb	path	-	1
1418	Level2	K2023	31.0	33.0	F	216.0	0.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бегают	MotionVerb	manner	run	1
1418	Level2	K2023	31.0	33.0	F	216.0	0.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бегают	MotionVerb	direction	multi	1
1418	Level2	K2023	31.0	33.0	F	216.0	0.0	t018	бегают	DirectionItem	FALSE	FALSE	FALSE	-	run	multi	impf	бегают	MotionVerb	aspect	impf	1
1420	Level2	K2001	30.0	29.0	F	72.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	лететь	MotionVerb	path	-	1
1420	Level2	K2001	30.0	29.0	F	72.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	лететь	MotionVerb	manner	fly	1
1420	Level2	K2001	30.0	29.0	F	72.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	лететь	MotionVerb	direction	uni	1
1420	Level2	K2001	30.0	29.0	F	72.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	лететь	MotionVerb	aspect	impf	1
1421	Level2	K2002	29.0	33.0	F	180.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	path	-	1
1421	Level2	K2002	29.0	33.0	F	180.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	manner	fly	1
1421	Level2	K2002	29.0	33.0	F	180.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	direction	uni	1
1421	Level2	K2002	29.0	33.0	F	180.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	aspect	impf	1
1422	Level2	K2003	27.0	26.0	M	72.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	улетает	MotionVerb	path	u	0
1422	Level2	K2003	27.0	26.0	M	72.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	улетает	MotionVerb	manner	fly	1
1422	Level2	K2003	27.0	26.0	M	72.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	улетает	MotionVerb	direction	-	0
1422	Level2	K2003	27.0	26.0	M	72.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	улетает	MotionVerb	aspect	impf	1
1423	Level2	K2004	27.0	33.0	F	60.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	path	-	1
1423	Level2	K2004	27.0	33.0	F	60.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	manner	fly	1
1423	Level2	K2004	27.0	33.0	F	60.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	direction	uni	1
1423	Level2	K2004	27.0	33.0	F	60.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	aspect	impf	1
1424	Level2	K2005	24.0	23.0	F	120.0	48.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	path	-	1
1424	Level2	K2005	24.0	23.0	F	120.0	48.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	manner	fly	1
1424	Level2	K2005	24.0	23.0	F	120.0	48.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	direction	uni	1
1424	Level2	K2005	24.0	23.0	F	120.0	48.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	aspect	impf	1
1425	Level2	K2006	24.0	29.0	F	120.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	path	-	1
1425	Level2	K2006	24.0	29.0	F	120.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	manner	fly	1
1425	Level2	K2006	24.0	29.0	F	120.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	direction	uni	1
1425	Level2	K2006	24.0	29.0	F	120.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	aspect	impf	1
1426	Level2	K2007	24.0	21.0	F	20.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	-	Empty	path	x	0
1426	Level2	K2007	24.0	21.0	F	20.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	-	Empty	manner	x	0
1426	Level2	K2007	24.0	21.0	F	20.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	-	Empty	direction	x	0
1426	Level2	K2007	24.0	21.0	F	20.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	-	Empty	aspect	x	0
1427	Level2	K2008	23.0	24.0	M	24.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	path	-	1
1427	Level2	K2008	23.0	24.0	M	24.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	manner	fly	1
1427	Level2	K2008	23.0	24.0	M	24.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	direction	uni	1
1427	Level2	K2008	23.0	24.0	M	24.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	aspect	impf	1
1428	Level2	K2009	23.0	22.0	M	20.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	path	-	1
1428	Level2	K2009	23.0	22.0	M	20.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	manner	fly	1
1428	Level2	K2009	23.0	22.0	M	20.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	direction	uni	1
1428	Level2	K2009	23.0	22.0	M	20.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	aspect	impf	1
1429	Level2	K2010	23.0	19.0	M	36.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	path	-	1
1429	Level2	K2010	23.0	19.0	M	36.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	manner	fly	1
1429	Level2	K2010	23.0	19.0	M	36.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	direction	uni	1
1429	Level2	K2010	23.0	19.0	M	36.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	aspect	impf	1
1430	Level2	K2011	22.0	25.0	F	60.0	4.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	полетет	MotionVerb	path	po	0
1430	Level2	K2011	22.0	25.0	F	60.0	4.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	полетет	MotionVerb	manner	fly	1
1430	Level2	K2011	22.0	25.0	F	60.0	4.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	полетет	MotionVerb	direction	-	0
1430	Level2	K2011	22.0	25.0	F	60.0	4.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	полетет	MotionVerb	aspect	pf	0
1431	Level2	K2012	22.0	28.0	M	72.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летает	MotionVerb	path	-	1
1431	Level2	K2012	22.0	28.0	M	72.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летает	MotionVerb	manner	fly	1
1431	Level2	K2012	22.0	28.0	M	72.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летает	MotionVerb	direction	multi	0
1431	Level2	K2012	22.0	28.0	M	72.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летает	MotionVerb	aspect	impf	1
1432	Level2	K2013	22.0	31.0	M	60.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	идёт	MotionVerb	path	-	1
1432	Level2	K2013	22.0	31.0	M	60.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	идёт	MotionVerb	manner	walk	0
1432	Level2	K2013	22.0	31.0	M	60.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	идёт	MotionVerb	direction	uni	1
1432	Level2	K2013	22.0	31.0	M	60.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	идёт	MotionVerb	aspect	impf	1
1433	Level2	K2014	22.0	22.0	F	32.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	лете	MotionVerb	path	-	1
1433	Level2	K2014	22.0	22.0	F	32.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	лете	MotionVerb	manner	fly	1
1433	Level2	K2014	22.0	22.0	F	32.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	лете	MotionVerb	direction	uni	1
1433	Level2	K2014	22.0	22.0	F	32.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	лете	MotionVerb	aspect	impf	1
1434	Level2	K2015	22.0	20.0	M	20.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	path	-	1
1434	Level2	K2015	22.0	20.0	M	20.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	manner	fly	1
1434	Level2	K2015	22.0	20.0	M	20.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	direction	uni	1
1434	Level2	K2015	22.0	20.0	M	20.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	aspect	impf	1
1435	Level2	K2016	21.0	34.0	F	36.0	9.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летает	MotionVerb	path	-	1
1435	Level2	K2016	21.0	34.0	F	36.0	9.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летает	MotionVerb	manner	fly	1
1435	Level2	K2016	21.0	34.0	F	36.0	9.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летает	MotionVerb	direction	multi	0
1435	Level2	K2016	21.0	34.0	F	36.0	9.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летает	MotionVerb	aspect	impf	1
1436	Level2	K2017	21.0	20.0	F	20.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	едет	MotionVerb	path	-	1
1436	Level2	K2017	21.0	20.0	F	20.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	едет	MotionVerb	manner	ride	0
1436	Level2	K2017	21.0	20.0	F	20.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	едет	MotionVerb	direction	uni	1
1436	Level2	K2017	21.0	20.0	F	20.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	едет	MotionVerb	aspect	impf	1
1437	Level2	K2018	21.0	22.0	M	24.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	path	-	1
1437	Level2	K2018	21.0	22.0	M	24.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	manner	fly	1
1437	Level2	K2018	21.0	22.0	M	24.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	direction	uni	1
1437	Level2	K2018	21.0	22.0	M	24.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	aspect	impf	1
1438	Level2	K2019	20.0	29.0	M	48.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	path	-	1
1438	Level2	K2019	20.0	29.0	M	48.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	manner	fly	1
1438	Level2	K2019	20.0	29.0	M	48.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	direction	uni	1
1438	Level2	K2019	20.0	29.0	M	48.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	aspect	impf	1
1439	Level2	K2020	20.0	29.0	F	120.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летает	MotionVerb	path	-	1
1439	Level2	K2020	20.0	29.0	F	120.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летает	MotionVerb	manner	fly	1
1439	Level2	K2020	20.0	29.0	F	120.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летает	MotionVerb	direction	multi	0
1439	Level2	K2020	20.0	29.0	F	120.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летает	MotionVerb	aspect	impf	1
1440	Level2	K2021	20.0	25.0	F	96.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	path	-	1
1440	Level2	K2021	20.0	25.0	F	96.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	manner	fly	1
1440	Level2	K2021	20.0	25.0	F	96.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	direction	uni	1
1440	Level2	K2021	20.0	25.0	F	96.0	12.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	aspect	impf	1
1441	Level2	K2022	32.0	40.0	F	108.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	path	-	1
1441	Level2	K2022	32.0	40.0	F	108.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	manner	fly	1
1441	Level2	K2022	32.0	40.0	F	108.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	direction	uni	1
1441	Level2	K2022	32.0	40.0	F	108.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	aspect	impf	1
1442	Level2	K2023	31.0	33.0	F	216.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	path	-	1
1442	Level2	K2023	31.0	33.0	F	216.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	manner	fly	1
1442	Level2	K2023	31.0	33.0	F	216.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	direction	uni	1
1442	Level2	K2023	31.0	33.0	F	216.0	0.0	t019	летит	DirectionItem	FALSE	FALSE	FALSE	-	fly	uni	impf	летит	MotionVerb	aspect	impf	1
1444	Level2	K2001	30.0	29.0	F	72.0	0.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавать	MotionVerb	path	-	1
1444	Level2	K2001	30.0	29.0	F	72.0	0.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавать	MotionVerb	manner	swim	1
1444	Level2	K2001	30.0	29.0	F	72.0	0.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавать	MotionVerb	direction	multi	1
1444	Level2	K2001	30.0	29.0	F	72.0	0.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавать	MotionVerb	aspect	impf	1
1445	Level2	K2002	29.0	33.0	F	180.0	12.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавают	MotionVerb	path	-	1
1445	Level2	K2002	29.0	33.0	F	180.0	12.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавают	MotionVerb	manner	swim	1
1445	Level2	K2002	29.0	33.0	F	180.0	12.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавают	MotionVerb	direction	multi	1
1445	Level2	K2002	29.0	33.0	F	180.0	12.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавают	MotionVerb	aspect	impf	1
1446	Level2	K2003	27.0	26.0	M	72.0	12.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавают	MotionVerb	path	-	1
1446	Level2	K2003	27.0	26.0	M	72.0	12.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавают	MotionVerb	manner	swim	1
1446	Level2	K2003	27.0	26.0	M	72.0	12.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавают	MotionVerb	direction	multi	1
1446	Level2	K2003	27.0	26.0	M	72.0	12.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавают	MotionVerb	aspect	impf	1
1447	Level2	K2004	27.0	33.0	F	60.0	12.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавают	MotionVerb	path	-	1
1447	Level2	K2004	27.0	33.0	F	60.0	12.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавают	MotionVerb	manner	swim	1
1447	Level2	K2004	27.0	33.0	F	60.0	12.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавают	MotionVerb	direction	multi	1
1447	Level2	K2004	27.0	33.0	F	60.0	12.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавают	MotionVerb	aspect	impf	1
1448	Level2	K2005	24.0	23.0	F	120.0	48.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плывут	MotionVerb	path	-	1
1448	Level2	K2005	24.0	23.0	F	120.0	48.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плывут	MotionVerb	manner	swim	1
1448	Level2	K2005	24.0	23.0	F	120.0	48.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плывут	MotionVerb	direction	uni	0
1448	Level2	K2005	24.0	23.0	F	120.0	48.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плывут	MotionVerb	aspect	impf	1
1449	Level2	K2006	24.0	29.0	F	120.0	12.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавают	MotionVerb	path	-	1
1449	Level2	K2006	24.0	29.0	F	120.0	12.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавают	MotionVerb	manner	swim	1
1449	Level2	K2006	24.0	29.0	F	120.0	12.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавают	MotionVerb	direction	multi	1
1449	Level2	K2006	24.0	29.0	F	120.0	12.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавают	MotionVerb	aspect	impf	1
1450	Level2	K2007	24.0	21.0	F	20.0	0.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавают	MotionVerb	path	-	1
1450	Level2	K2007	24.0	21.0	F	20.0	0.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавают	MotionVerb	manner	swim	1
1450	Level2	K2007	24.0	21.0	F	20.0	0.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавают	MotionVerb	direction	multi	1
1450	Level2	K2007	24.0	21.0	F	20.0	0.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавают	MotionVerb	aspect	impf	1
1451	Level2	K2008	23.0	24.0	M	24.0	0.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавают	MotionVerb	path	-	1
1451	Level2	K2008	23.0	24.0	M	24.0	0.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавают	MotionVerb	manner	swim	1
1451	Level2	K2008	23.0	24.0	M	24.0	0.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавают	MotionVerb	direction	multi	1
1451	Level2	K2008	23.0	24.0	M	24.0	0.0	t020	плавают	DirectionItem	FALSE	FALSE	FALSE	-	swim	multi	impf	плавают	MotionVerb	aspect	impf	1
